#OTU ID	0	1	10	100	101	102	103	104	105	106	107	108	109	11	110	111	112	113	114	115	116	117	118	119	12	120	121	122	123	124	125	126	127	128	129	13	130	131	132	133	134	135	136	137	138	139	14	140	141	142	143	144	145	146	147	148	149	15	150	151	152	153	154	155	156	157	158	159	16	160	161	162	163	164	165	166	167	168	169	17	170	171	172	173	174	175	176	177	178	179	18	180	181	182	183	184	185	186	187	188	189	19	190	191	192	193	194	195	196	197	198	199	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	65	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	82	83	84	85	86	87	88	89	9	90	91	92	93	94	95	96	97	98	99
0	796.000	707.000	798.000	628.000	669.000	418.000	380.000	731.000	453.000	790.000	388.000	403.000	840.000	685.000	372.000	750.000	831.000	483.000	403.000	945.000	798.000	576.000	515.000	531.000	330.000	747.000	173.000	632.000	688.000	805.000	406.000	762.000	765.000	640.000	640.000	666.000	757.000	892.000	493.000	783.000	557.000	791.000	256.000	720.000	785.000	811.000	702.000	224.000	112.000	640.000	833.000	746.000	673.000	376.000	756.000	234.000	681.000	530.000	401.000	934.000	711.000	548.000	912.000	310.000	565.000	804.000	825.000	887.000	609.000	409.000	731.000	733.000	914.000	323.000	357.000	819.000	918.000	406.000	232.000	441.000	779.000	824.000	813.000	292.000	694.000	543.000	862.000	640.000	576.000	589.000	639.000	458.000	860.000	359.000	617.000	145.000	753.000	606.000	320.000	374.000	281.000	712.000	926.000	587.000	335.000	615.000	672.000	748.000	798.000	450.000	536.000	354.000	301.000	139.000	774.000	692.000	228.000	805.000	579.000	720.000	461.000	536.000	592.000	728.000	339.000	710.000	627.000	633.000	784.000	146.000	336.000	751.000	487.000	603.000	910.000	773.000	452.000	496.000	490.000	824.000	146.000	223.000	855.000	433.000	902.000	841.000	106.000	694.000	942.000	138.000	225.000	676.000	669.000	492.000	782.000	426.000	673.000	830.000	725.000	376.000	832.000	474.000	460.000	559.000	640.000	715.000	836.000	902.000	439.000	962.000	352.000	409.000	507.000	955.000	598.000	875.000	245.000	818.000	581.000	557.000	472.000	737.000	844.000	934.000	809.000	570.000	431.000	912.000	818.000	855.000	562.000	856.000	467.000	534.000	906.000	553.000	832.000	669.000	434.000	767.000
1	4.000	2.000	3.000	5.000	4.000	2.000	3.000	2.000	4.000	6.000	6.000	2.000	5.000	13.000	6.000	4.000	7.000	2.000	2.000	4.000	4.000	5.000	11.000	2.000	7.000	6.000	1.000	6.000	5.000	5.000	4.000	6.000	9.000	6.000	5.000	6.000	2.000	5.000	2.000	4.000	4.000	9.000	1.000	8.000	6.000	6.000	6.000	1.000	1.000	4.000	10.000	2.000	3.000	1.000	4.000	2.000	7.000	4.000	6.000	8.000	9.000	2.000	3.000	12.000	1.000	2.000	2.000	3.000	13.000	5.000	10.000	4.000	5.000	5.000	3.000	13.000	3.000	3.000	2.000	3.000	2.000	2.000	7.000	3.000	13.000	7.000	4.000	5.000	3.000	4.000	5.000	3.000	5.000	4.000	2.000	3.000	8.000	3.000	2.000	2.000	4.000	3.000	11.000	4.000	2.000	3.000	7.000	4.000	5.000	5.000	7.000	3.000	5.000	1.000	4.000	5.000	5.000	2.000	5.000	15.000	3.000	15.000	8.000	10.000	5.000	3.000	5.000	2.000	4.000	1.000	1.000	3.000	6.000	5.000	9.000	10.000	1.000	5.000	3.000	2.000	1.000	4.000	3.000	13.000	5.000	8.000	1.000	3.000	3.000	3.000	3.000	5.000	14.000	11.000	5.000	2.000	5.000	6.000	8.000	3.000	4.000	4.000	2.000	5.000	5.000	5.000	1.000	4.000	2.000	7.000	2.000	3.000	13.000	3.000	5.000	9.000	3.000	3.000	3.000	3.000	6.000	7.000	9.000	6.000	2.000	2.000	2.000	3.000	14.000	9.000	1.000	2.000	3.000	5.000	17.000	3.000	4.000	8.000	2.000	3.000
10	1.000	3.000	5.000	2.000	5.000	1.000	13.000	2.000	1.000	1.000	18.000	2.000	5.000	3.000	10.000	2.000	3.000	16.000	3.000	3.000	11.000	6.000	4.000	2.000	12.000	2.000	4.000	15.000	1.000	0.000	12.000	4.000	11.000	4.000	8.000	4.000	4.000	2.000	7.000	4.000	5.000	8.000	14.000	1.000	12.000	11.000	0.000	45.000	41.000	2.000	1.000	2.000	6.000	1.000	13.000	8.000	3.000	3.000	6.000	2.000	6.000	1.000	1.000	3.000	25.000	34.000	4.000	3.000	22.000	2.000	2.000	30.000	4.000	29.000	4.000	1.000	1.000	14.000	55.000	8.000	10.000	10.000	14.000	15.000	22.000	5.000	2.000	8.000	42.000	5.000	12.000	2.000	1.000	6.000	2.000	60.000	5.000	7.000	11.000	21.000	7.000	7.000	1.000	5.000	4.000	17.000	8.000	1.000	0.000	8.000	5.000	15.000	10.000	1.000	9.000	6.000	3.000	2.000	3.000	5.000	3.000	17.000	19.000	10.000	28.000	1.000	5.000	14.000	2.000	18.000	3.000	2.000	2.000	1.000	1.000	1.000	27.000	23.000	13.000	2.000	3.000	56.000	6.000	5.000	0.000	0.000	3.000	7.000	0.000	15.000	15.000	2.000	4.000	25.000	4.000	22.000	8.000	2.000	7.000	6.000	1.000	4.000	2.000	10.000	4.000	6.000	1.000	1.000	5.000	0.000	16.000	6.000	1.000	2.000	2.000	2.000	6.000	1.000	7.000	1.000	6.000	3.000	3.000	6.000	4.000	2.000	10.000	11.000	5.000	3.000	3.000	3.000	0.000	2.000	0.000	8.000	22.000	4.000	4.000	1.000
11	7.000	1.000	1.000	15.000	1.000	14.000	11.000	2.000	39.000	11.000	4.000	63.000	2.000	4.000	10.000	10.000	5.000	6.000	10.000	0.000	1.000	4.000	12.000	5.000	5.000	6.000	20.000	0.000	15.000	13.000	6.000	4.000	2.000	5.000	2.000	8.000	2.000	1.000	4.000	2.000	12.000	1.000	7.000	14.000	3.000	2.000	19.000	2.000	3.000	3.000	5.000	8.000	5.000	68.000	1.000	9.000	11.000	27.000	9.000	0.000	1.000	33.000	1.000	11.000	3.000	0.000	1.000	1.000	0.000	28.000	1.000	0.000	1.000	1.000	43.000	5.000	0.000	4.000	2.000	5.000	1.000	1.000	1.000	4.000	1.000	10.000	1.000	3.000	2.000	5.000	5.000	27.000	2.000	8.000	5.000	10.000	2.000	1.000	4.000	6.000	15.000	2.000	2.000	10.000	8.000	4.000	4.000	25.000	18.000	6.000	10.000	6.000	16.000	9.000	3.000	6.000	23.000	12.000	13.000	2.000	10.000	3.000	1.000	5.000	3.000	13.000	5.000	1.000	8.000	2.000	15.000	4.000	19.000	31.000	2.000	9.000	7.000	3.000	2.000	4.000	20.000	1.000	2.000	18.000	2.000	9.000	16.000	2.000	0.000	6.000	9.000	12.000	2.000	2.000	4.000	1.000	3.000	8.000	2.000	6.000	2.000	4.000	24.000	5.000	6.000	5.000	4.000	1.000	53.000	0.000	7.000	9.000	25.000	0.000	10.000	2.000	10.000	5.000	3.000	6.000	6.000	8.000	1.000	0.000	2.000	7.000	6.000	0.000	1.000	2.000	6.000	1.000	64.000	21.000	2.000	6.000	0.000	3.000	4.000	5.000
12	1.000	3.000	2.000	0.000	3.000	31.000	4.000	5.000	10.000	2.000	26.000	6.000	0.000	2.000	3.000	1.000	1.000	3.000	4.000	1.000	7.000	5.000	11.000	8.000	1.000	27.000	5.000	3.000	4.000	0.000	32.000	3.000	1.000	22.000	7.000	3.000	8.000	1.000	3.000	0.000	9.000	4.000	7.000	2.000	23.000	2.000	2.000	12.000	10.000	2.000	1.000	9.000	7.000	2.000	6.000	26.000	2.000	2.000	63.000	5.000	2.000	2.000	1.000	8.000	8.000	5.000	0.000	0.000	3.000	11.000	25.000	4.000	2.000	11.000	19.000	4.000	3.000	6.000	78.000	8.000	2.000	1.000	17.000	16.000	10.000	4.000	0.000	8.000	20.000	3.000	4.000	6.000	4.000	27.000	1.000	5.000	4.000	3.000	9.000	8.000	23.000	5.000	2.000	5.000	26.000	5.000	13.000	3.000	5.000	6.000	16.000	5.000	27.000	4.000	3.000	17.000	5.000	4.000	7.000	2.000	3.000	12.000	1.000	3.000	4.000	5.000	4.000	12.000	2.000	13.000	1.000	1.000	5.000	5.000	0.000	1.000	7.000	16.000	6.000	3.000	24.000	28.000	2.000	32.000	6.000	0.000	1.000	4.000	0.000	3.000	8.000	1.000	5.000	7.000	3.000	7.000	2.000	15.000	13.000	17.000	5.000	3.000	17.000	5.000	18.000	6.000	15.000	1.000	7.000	1.000	5.000	20.000	2.000	2.000	1.000	3.000	11.000	9.000	7.000	1.000	3.000	9.000	1.000	0.000	1.000	19.000	6.000	2.000	3.000	2.000	14.000	3.000	1.000	11.000	2.000	32.000	4.000	1.000	17.000	0.000
13	1.000	4.000	8.000	0.000	3.000	17.000	4.000	1.000	5.000	2.000	7.000	7.000	1.000	5.000	4.000	2.000	3.000	6.000	22.000	1.000	6.000	5.000	7.000	16.000	2.000	10.000	7.000	1.000	2.000	0.000	22.000	1.000	1.000	30.000	1.000	5.000	2.000	5.000	4.000	1.000	15.000	20.000	3.000	1.000	4.000	17.000	4.000	50.000	2.000	4.000	3.000	27.000	3.000	5.000	13.000	69.000	3.000	3.000	25.000	3.000	8.000	3.000	1.000	3.000	2.000	2.000	0.000	1.000	7.000	71.000	11.000	2.000	3.000	6.000	8.000	2.000	2.000	12.000	9.000	11.000	2.000	3.000	4.000	5.000	4.000	6.000	0.000	4.000	2.000	4.000	4.000	7.000	5.000	22.000	12.000	2.000	1.000	1.000	14.000	5.000	7.000	2.000	0.000	4.000	15.000	7.000	14.000	2.000	5.000	8.000	41.000	5.000	25.000	1.000	3.000	3.000	1.000	3.000	9.000	10.000	5.000	19.000	2.000	5.000	11.000	11.000	4.000	5.000	7.000	28.000	6.000	4.000	3.000	6.000	2.000	1.000	8.000	24.000	14.000	3.000	22.000	27.000	4.000	29.000	2.000	1.000	4.000	3.000	1.000	11.000	6.000	1.000	1.000	12.000	2.000	17.000	5.000	2.000	0.000	28.000	5.000	4.000	8.000	1.000	16.000	5.000	6.000	1.000	7.000	0.000	2.000	12.000	3.000	1.000	3.000	6.000	12.000	9.000	3.000	1.000	3.000	4.000	1.000	1.000	6.000	5.000	7.000	2.000	2.000	1.000	3.000	1.000	3.000	14.000	1.000	61.000	2.000	5.000	10.000	2.000
14	7.000	5.000	0.000	3.000	7.000	6.000	49.000	1.000	12.000	4.000	7.000	19.000	3.000	3.000	13.000	3.000	2.000	1.000	2.000	1.000	1.000	1.000	2.000	8.000	15.000	1.000	199.000	1.000	6.000	13.000	4.000	4.000	13.000	4.000	30.000	2.000	3.000	3.000	4.000	4.000	12.000	1.000	4.000	3.000	5.000	10.000	10.000	37.000	43.000	8.000	1.000	0.000	4.000	4.000	4.000	8.000	1.000	17.000	7.000	0.000	12.000	2.000	0.000	4.000	18.000	0.000	1.000	3.000	3.000	5.000	3.000	1.000	1.000	8.000	4.000	1.000	2.000	11.000	5.000	3.000	1.000	2.000	14.000	3.000	3.000	3.000	0.000	14.000	14.000	10.000	6.000	6.000	3.000	4.000	11.000	12.000	1.000	6.000	4.000	14.000	9.000	8.000	0.000	3.000	10.000	0.000	7.000	2.000	4.000	5.000	3.000	4.000	3.000	1.000	2.000	6.000	2.000	4.000	6.000	18.000	2.000	5.000	33.000	1.000	10.000	3.000	2.000	1.000	2.000	15.000	1.000	1.000	6.000	35.000	3.000	1.000	41.000	5.000	4.000	1.000	8.000	44.000	0.000	5.000	1.000	7.000	24.000	5.000	0.000	7.000	5.000	1.000	1.000	3.000	1.000	14.000	5.000	3.000	11.000	4.000	3.000	1.000	4.000	2.000	5.000	4.000	19.000	1.000	2.000	0.000	4.000	18.000	10.000	1.000	2.000	1.000	12.000	3.000	13.000	1.000	8.000	15.000	2.000	4.000	1.000	5.000	18.000	2.000	1.000	1.000	2.000	4.000	2.000	15.000	1.000	4.000	5.000	5.000	2.000	2.000
15	2.000	10.000	8.000	7.000	6.000	27.000	3.000	2.000	4.000	2.000	11.000	6.000	2.000	4.000	4.000	4.000	1.000	106.000	8.000	3.000	2.000	10.000	14.000	5.000	4.000	4.000	3.000	8.000	0.000	2.000	11.000	3.000	2.000	4.000	2.000	3.000	1.000	2.000	2.000	5.000	5.000	8.000	21.000	1.000	1.000	1.000	5.000	7.000	2.000	2.000	4.000	9.000	16.000	3.000	5.000	15.000	21.000	4.000	11.000	0.000	3.000	18.000	5.000	28.000	5.000	1.000	3.000	1.000	37.000	20.000	7.000	7.000	0.000	1.000	8.000	0.000	1.000	13.000	29.000	12.000	12.000	3.000	5.000	11.000	1.000	33.000	2.000	3.000	8.000	3.000	2.000	4.000	1.000	57.000	4.000	5.000	13.000	2.000	19.000	3.000	12.000	6.000	1.000	8.000	4.000	15.000	6.000	6.000	1.000	5.000	3.000	10.000	12.000	23.000	17.000	3.000	3.000	1.000	6.000	1.000	7.000	7.000	2.000	4.000	36.000	3.000	3.000	48.000	1.000	5.000	67.000	2.000	8.000	1.000	0.000	10.000	5.000	6.000	6.000	4.000	9.000	3.000	8.000	15.000	3.000	1.000	2.000	2.000	1.000	17.000	17.000	15.000	15.000	12.000	1.000	3.000	11.000	3.000	2.000	21.000	7.000	7.000	25.000	5.000	7.000	2.000	6.000	3.000	9.000	0.000	32.000	3.000	11.000	0.000	2.000	6.000	5.000	8.000	1.000	20.000	9.000	3.000	1.000	1.000	36.000	6.000	71.000	1.000	6.000	2.000	25.000	1.000	14.000	11.000	1.000	3.000	0.000	5.000	7.000	4.000
16	2.000	3.000	2.000	29.000	2.000	4.000	2.000	1.000	26.000	18.000	1.000	3.000	2.000	11.000	14.000	3.000	4.000	23.000	36.000	0.000	7.000	23.000	10.000	1.000	4.000	3.000	7.000	2.000	8.000	3.000	33.000	2.000	22.000	2.000	2.000	7.000	16.000	4.000	16.000	3.000	10.000	0.000	8.000	1.000	3.000	1.000	8.000	5.000	20.000	6.000	2.000	26.000	1.000	28.000	18.000	3.000	2.000	14.000	9.000	1.000	4.000	9.000	0.000	16.000	11.000	8.000	5.000	3.000	4.000	2.000	2.000	5.000	0.000	18.000	8.000	4.000	2.000	2.000	22.000	5.000	2.000	5.000	2.000	4.000	3.000	3.000	2.000	10.000	5.000	17.000	3.000	23.000	1.000	4.000	25.000	9.000	2.000	56.000	2.000	5.000	10.000	3.000	0.000	3.000	6.000	2.000	15.000	1.000	1.000	12.000	6.000	18.000	13.000	70.000	1.000	7.000	12.000	1.000	3.000	3.000	1.000	2.000	4.000	13.000	9.000	1.000	2.000	4.000	1.000	39.000	2.000	1.000	1.000	4.000	0.000	4.000	4.000	1.000	7.000	6.000	9.000	18.000	1.000	5.000	2.000	2.000	60.000	4.000	0.000	50.000	1.000	10.000	22.000	13.000	4.000	3.000	1.000	1.000	1.000	35.000	2.000	10.000	5.000	11.000	2.000	16.000	0.000	0.000	14.000	0.000	4.000	1.000	10.000	1.000	2.000	2.000	6.000	2.000	1.000	4.000	4.000	0.000	4.000	1.000	1.000	9.000	1.000	2.000	1.000	1.000	13.000	3.000	8.000	3.000	3.000	5.000	1.000	9.000	6.000	0.000
17	4.000	3.000	4.000	2.000	1.000	7.000	36.000	6.000	5.000	1.000	33.000	10.000	2.000	1.000	7.000	4.000	3.000	6.000	10.000	0.000	0.000	3.000	3.000	3.000	17.000	7.000	40.000	3.000	4.000	3.000	3.000	2.000	1.000	9.000	19.000	15.000	1.000	3.000	2.000	2.000	36.000	9.000	28.000	4.000	7.000	1.000	3.000	6.000	28.000	7.000	8.000	2.000	28.000	13.000	3.000	12.000	5.000	6.000	6.000	0.000	11.000	3.000	2.000	27.000	1.000	2.000	10.000	1.000	8.000	5.000	1.000	3.000	0.000	23.000	6.000	1.000	2.000	6.000	3.000	12.000	8.000	6.000	1.000	3.000	6.000	2.000	5.000	3.000	1.000	48.000	19.000	34.000	11.000	8.000	8.000	15.000	2.000	1.000	10.000	17.000	5.000	2.000	1.000	10.000	14.000	7.000	3.000	16.000	1.000	7.000	2.000	51.000	68.000	48.000	2.000	3.000	5.000	6.000	1.000	1.000	31.000	7.000	2.000	7.000	38.000	3.000	19.000	5.000	16.000	5.000	8.000	19.000	3.000	6.000	1.000	9.000	44.000	1.000	11.000	1.000	4.000	10.000	1.000	6.000	1.000	7.000	70.000	3.000	7.000	17.000	10.000	12.000	2.000	1.000	5.000	2.000	2.000	2.000	0.000	9.000	2.000	20.000	10.000	6.000	5.000	5.000	3.000	0.000	6.000	0.000	3.000	4.000	4.000	0.000	12.000	0.000	5.000	2.000	11.000	14.000	8.000	5.000	5.000	1.000	1.000	3.000	7.000	1.000	1.000	2.000	3.000	2.000	9.000	5.000	0.000	5.000	10.000	3.000	7.000	2.000
